,db_id,original_sql,rewritten_sql,activated_rules,original_logical_plan
33,tpch,"select o_year, sum(case when nation = 'ALGERIA' then volume else 0 end) / sum(volume) as mkt_share from ( select extract(year from o_orderdate) as o_year, l_extendedprice * (1 - l_discount) as volume, n2.n_name as nation from part, supplier, lineitem, orders, customer, nation n1, nation n2, region where p_partkey = l_partkey and s_suppkey = l_suppkey and l_orderkey = o_orderkey and o_custkey = c_custkey and c_nationkey = n1.n_nationkey and n1.n_regionkey = r_regionkey and r_name = 'AFRICA' and s_nationkey = n2.n_nationkey and o_orderdate between date '1995-01-01' and date '1996-12-31' and p_type = 'PROMO ANODIZED BRASS' ) as all_nations group by o_year order by o_year;","SELECT EXTRACT(YEAR FROM t1001.o_orderdate) AS o_year, SUM(CASE WHEN CAST(t1001.n_name0 AS CHAR(7)) = 'ALGERIA' THEN t1001.l_extendedprice * (1 - t1001.l_discount) ELSE 0 END) / SUM(t1001.l_extendedprice * (1 - t1001.l_discount)) AS mkt_share FROM (SELECT * FROM (SELECT * FROM (SELECT * FROM (SELECT * FROM (SELECT * FROM (SELECT * FROM part WHERE p_type = 'PROMO ANODIZED BRASS') AS t995, supplier AS supplier103, lineitem AS lineitem103 WHERE t995.p_partkey = lineitem103.l_partkey AND supplier103.s_suppkey = lineitem103.l_suppkey) AS t996, (SELECT * FROM orders WHERE o_orderdate >= DATE '1995-01-01' AND o_orderdate <= DATE '1996-12-31') AS t997 WHERE t996.l_orderkey = t997.o_orderkey) AS t998, customer AS customer103 WHERE t998.o_custkey = customer103.c_custkey) AS t999, nation AS nation207 WHERE t999.c_nationkey = nation207.n_nationkey) AS t1000, nation AS nation208 WHERE t1000.s_nationkey = nation208.n_nationkey) AS t1001, (SELECT * FROM region WHERE r_name = 'AFRICA') AS t1002 WHERE t1001.n_regionkey = t1002.r_regionkey GROUP BY EXTRACT(YEAR FROM t1001.o_orderdate) ORDER BY EXTRACT(YEAR FROM t1001.o_orderdate)",['Empty List'],"['LogicalSort', ['LogicalProject', ['LogicalAggregate', ['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']], ['LogicalTableScan']], ['LogicalTableScan']], ['LogicalTableScan']], ['LogicalTableScan']], ['LogicalTableScan']]]]]]]"
34,tpch,"select c_name, c_custkey, o_orderkey, o_orderdate, o_totalprice, sum(l_quantity) from customer, orders, lineitem where o_orderkey in ( select l_orderkey from lineitem group by l_orderkey having sum(l_quantity) > 315 ) and c_custkey = o_custkey and o_orderkey = l_orderkey group by c_name, c_custkey, o_orderkey, o_orderdate, o_totalprice order by o_totalprice desc, o_orderdate;","SELECT t866.c_name, t866.c_custkey, t866.o_orderkey, t866.o_orderdate, t866.o_totalprice, t866.f8 FROM (SELECT t864.c_custkey, t864.c_name, t864.o_orderkey, t864.o_totalprice, t864.o_orderdate, t864.f8 * t865.EXPR5 AS f8 FROM (SELECT t862.c_custkey, t862.c_name, t863.o_orderkey, t863.o_totalprice, t863.o_orderdate, t862.f2 * t863.f4 AS f8 FROM (SELECT c_custkey, c_name, COUNT(*) AS f2 FROM customer GROUP BY c_custkey, c_name) AS t862 INNER JOIN (SELECT o_orderkey, o_custkey, o_totalprice, o_orderdate, COUNT(*) AS f4 FROM orders GROUP BY o_orderkey, o_custkey, o_totalprice, o_orderdate) AS t863 ON t862.c_custkey = t863.o_custkey) AS t864 INNER JOIN (SELECT l_orderkey, SUM(l_quantity) AS EXPR5 FROM lineitem GROUP BY l_orderkey) AS t865 ON t864.o_orderkey = t865.l_orderkey) AS t866 INNER JOIN (SELECT l_orderkey FROM lineitem GROUP BY l_orderkey HAVING SUM(l_quantity) > 315) AS t869 ON t866.o_orderkey = t869.l_orderkey ORDER BY t866.o_totalprice DESC, t866.o_orderdate",['Empty List'],"['LogicalSort', ['LogicalAggregate', ['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']], ['LogicalProject', ['LogicalFilter', ['LogicalAggregate', 'LogicalProject', 'LogicalTableScan']]]]]]]]"
35,tpch,"select cntrycode, count(*) as numcust, sum(c_acctbal) as totacctbal from ( select substring(c_phone from 1 for 2) as cntrycode, c_acctbal from customer where substring(c_phone from 1 for 2) in ('43', '40', '36', '30', '42', '20', '34') and c_acctbal > ( select avg(c_acctbal) from customer where c_acctbal > 0.00 and substring(c_phone from 1 for 2) in ('43', '40', '36', '30', '42', '20', '34') ) and not exists ( select * from orders where o_custkey = c_custkey ) ) as custsale group by cntrycode order by cntrycode;","SELECT SUBSTR(t.c_phone FROM 1 FOR 2) AS cntrycode, COUNT(*) AS numcust, SUM(t.c_acctbal) AS totacctbal FROM (SELECT * FROM customer WHERE SUBSTR(c_phone FROM 1 FOR 2) = '43' OR (SUBSTR(c_phone FROM 1 FOR 2) = '40' OR SUBSTR(c_phone FROM 1 FOR 2) = '36') OR (SUBSTR(c_phone FROM 1 FOR 2) = '30' OR SUBSTR(c_phone FROM 1 FOR 2) = '42' OR (SUBSTR(c_phone FROM 1 FOR 2) = '20' OR SUBSTR(c_phone FROM 1 FOR 2) = '34'))) AS t INNER JOIN (SELECT AVG(c_acctbal) AS EXPR0 FROM customer WHERE c_acctbal > 0.00 AND (SUBSTR(c_phone FROM 1 FOR 2) = '43' OR (SUBSTR(c_phone FROM 1 FOR 2) = '40' OR SUBSTR(c_phone FROM 1 FOR 2) = '36') OR (SUBSTR(c_phone FROM 1 FOR 2) = '30' OR SUBSTR(c_phone FROM 1 FOR 2) = '42' OR (SUBSTR(c_phone FROM 1 FOR 2) = '20' OR SUBSTR(c_phone FROM 1 FOR 2) = '34')))) AS t2 ON t.c_acctbal > t2.EXPR0 LEFT JOIN (SELECT o_custkey, TRUE AS f0 FROM orders) AS t3 ON t.c_custkey = t3.o_custkey WHERE t3.f0 IS NULL GROUP BY SUBSTR(t.c_phone FROM 1 FOR 2) ORDER BY SUBSTR(t.c_phone FROM 1 FOR 2);",['Empty List'],"['LogicalSort', ['LogicalAggregate', ['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', ['LogicalFilter', 'LogicalTableScan'], ['LogicalAggregate', ['LogicalProject', 'LogicalFilter', 'LogicalTableScan']]], ['LogicalProject', 'LogicalTableScan']]]]]]"
36,tpch,"select s_acctbal, s_name, n_name, p_partkey, p_mfgr, s_address, s_phone, s_comment from part, supplier, partsupp, nation, region where p_partkey = ps_partkey and s_suppkey = ps_suppkey and p_size = 43 and p_type like '%STEEL' and s_nationkey = n_nationkey and n_regionkey = r_regionkey and r_name = 'EUROPE' and ps_supplycost = ( select min(ps_supplycost) from partsupp, supplier, nation, region where p_partkey = ps_partkey and s_suppkey = ps_suppkey and s_nationkey = n_nationkey and n_regionkey = r_regionkey and r_name = 'EUROPE' ) order by s_acctbal desc, n_name, s_name, p_partkey;","SELECT t315.s_acctbal, t315.s_name, t315.n_name, t315.p_partkey, t315.p_mfgr, t315.s_address, t315.s_phone, t315.s_comment FROM (SELECT t304.p_partkey, t304.p_name, t304.p_mfgr, t304.p_brand, t304.p_type, t304.p_size, t304.p_container, t304.p_retailprice, t304.p_comment, supplier41.s_suppkey, supplier41.s_name, supplier41.s_address, supplier41.s_nationkey, supplier41.s_phone, supplier41.s_acctbal, supplier41.s_comment, partsupp41.ps_partkey, partsupp41.ps_suppkey, partsupp41.ps_availqty, partsupp41.ps_supplycost, partsupp41.ps_comment, nation41.n_nationkey, nation41.n_name, nation41.n_regionkey, nation41.n_comment, t305.r_regionkey, t305.r_name, t305.r_comment, CAST(t313.ps_partkey AS INTEGER) AS ps_partkey0, CAST(t313.EXPR0 AS DECIMAL(19, 0)) AS EXPR0 FROM (SELECT * FROM part WHERE p_size = 43 AND p_type LIKE '%STEEL') AS t304 CROSS JOIN supplier AS supplier41 INNER JOIN partsupp AS partsupp41 ON t304.p_partkey = partsupp41.ps_partkey AND supplier41.s_suppkey = partsupp41.ps_suppkey INNER JOIN nation AS nation41 ON supplier41.s_nationkey = nation41.n_nationkey INNER JOIN (SELECT * FROM region WHERE r_name = 'EUROPE') AS t305 ON nation41.n_regionkey = t305.r_regionkey INNER JOIN (SELECT t310.ps_partkey, MIN(t310.EXPR0) AS EXPR0 FROM (SELECT t308.ps_partkey, t309.n_regionkey, MIN(t308.EXPR0) AS EXPR0 FROM (SELECT t306.ps_partkey, t307.s_nationkey, MIN(t306.EXPR0) AS EXPR0 FROM (SELECT ps_partkey, ps_suppkey, MIN(ps_supplycost) AS EXPR0 FROM partsupp GROUP BY ps_partkey, ps_suppkey) AS t306 INNER JOIN (SELECT s_suppkey, s_nationkey FROM supplier GROUP BY s_suppkey, s_nationkey) AS t307 ON t306.ps_suppkey = t307.s_suppkey GROUP BY t306.ps_partkey, t307.s_nationkey) AS t308 INNER JOIN (SELECT n_nationkey, n_regionkey FROM nation GROUP BY n_nationkey, n_regionkey) AS t309 ON t308.s_nationkey = t309.n_nationkey GROUP BY t308.ps_partkey, t309.n_regionkey) AS t310 INNER JOIN (SELECT r_regionkey FROM region WHERE r_name = 'EUROPE' GROUP BY r_regionkey) AS t312 ON t310.n_regionkey = t312.r_regionkey GROUP BY t310.ps_partkey) AS t313 ON t304.p_partkey = t313.ps_partkey AND partsupp41.ps_supplycost = t313.EXPR0 ORDER BY supplier41.s_acctbal DESC, nation41.n_name, supplier41.s_name, t304.p_partkey) AS t315",['Empty List'],"['LogicalSort', ['LogicalProject', ['LogicalProject', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', ['LogicalFilter', 'LogicalTableScan'], ['LogicalTableScan']], ['LogicalTableScan']], ['LogicalTableScan']], ['LogicalFilter', 'LogicalTableScan']], ['LogicalAggregate', ['LogicalProject', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']], ['LogicalFilter', 'LogicalTableScan']]]]]]]]"
37,tpch,"select l_orderkey, sum(l_extendedprice * (1 - l_discount)) as revenue, o_orderdate, o_shippriority from customer, orders, lineitem where c_mktsegment = 'BUILDING' and c_custkey = o_custkey and l_orderkey = o_orderkey and o_orderdate < date '1995-03-21' and l_shipdate > date '1995-03-21' group by l_orderkey, o_orderdate, o_shippriority order by revenue desc, o_orderdate;","SELECT t1.l_orderkey, SUM(t1.l_extendedprice * (1 - t1.l_discount)) AS revenue, t0.o_orderdate, t0.o_shippriority FROM (SELECT * FROM customer WHERE c_mktsegment = 'BUILDING') AS t INNER JOIN (SELECT * FROM orders WHERE o_orderdate < DATE '1995-03-21') AS t0 ON t.c_custkey = t0.o_custkey INNER JOIN (SELECT * FROM lineitem WHERE l_shipdate > DATE '1995-03-21') AS t1 ON t0.o_orderkey = t1.l_orderkey GROUP BY t1.l_orderkey, t0.o_orderdate, t0.o_shippriority ORDER BY SUM(t1.l_extendedprice * (1 - t1.l_discount)) DESC, t0.o_orderdate;",['Empty List'],"['LogicalSort', ['LogicalProject', ['LogicalAggregate', ['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]]]]"
38,tpch,"select n_name, sum(l_extendedprice * (1 - l_discount)) as revenue from customer, orders, lineitem, supplier, nation, region where c_custkey = o_custkey and l_orderkey = o_orderkey and l_suppkey = s_suppkey and c_nationkey = s_nationkey and s_nationkey = n_nationkey and n_regionkey = r_regionkey and r_name = 'AMERICA' and o_orderdate >= date '1996-01-01' and o_orderdate < date '1996-01-01' + interval '1' year group by n_name order by revenue desc;","SELECT nation100.n_name, SUM(lineitem100.l_extendedprice * (1 - lineitem100.l_discount)) AS revenue FROM customer AS customer100 INNER JOIN (SELECT * FROM orders WHERE o_orderdate >= DATE '1996-01-01' AND o_orderdate < (DATE '1996-01-01' + INTERVAL '1' YEAR)) AS t735 ON customer100.c_custkey = t735.o_custkey INNER JOIN lineitem AS lineitem100 ON t735.o_orderkey = lineitem100.l_orderkey INNER JOIN supplier AS supplier100 ON lineitem100.l_suppkey = supplier100.s_suppkey AND customer100.c_nationkey = supplier100.s_nationkey INNER JOIN nation AS nation100 ON supplier100.s_nationkey = nation100.n_nationkey INNER JOIN (SELECT * FROM region WHERE r_name = 'AMERICA') AS t736 ON nation100.n_regionkey = t736.r_regionkey GROUP BY nation100.n_name ORDER BY SUM(lineitem100.l_extendedprice * (1 - lineitem100.l_discount)) DESC",['Empty List'],"['LogicalSort', ['LogicalAggregate', ['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']], ['LogicalTableScan']], ['LogicalTableScan']], ['LogicalTableScan']]]]]]"
39,tpch,"select o_year, sum(case when nation = 'JAPAN' then volume else 0 end) / sum(volume) as mkt_share from ( select extract(year from o_orderdate) as o_year, l_extendedprice * (1 - l_discount) as volume, n2.n_name as nation from part, supplier, lineitem, orders, customer, nation n1, nation n2, region where p_partkey = l_partkey and s_suppkey = l_suppkey and l_orderkey = o_orderkey and o_custkey = c_custkey and c_nationkey = n1.n_nationkey and n1.n_regionkey = r_regionkey and r_name = 'ASIA' and s_nationkey = n2.n_nationkey and o_orderdate between date '1995-01-01' and date '1996-12-31' and p_type = 'ECONOMY PLATED COPPER' ) as all_nations group by o_year order by o_year;","SELECT EXTRACT(YEAR FROM t5.o_orderdate) AS o_year, SUM(CASE WHEN t5.n_name0 = 'JAPAN' THEN t5.l_extendedprice * (1 - t5.l_discount) ELSE 0 END) / SUM(t5.l_extendedprice * (1 - t5.l_discount)) AS mkt_share FROM (SELECT * FROM (SELECT * FROM (SELECT * FROM (SELECT * FROM (SELECT * FROM (SELECT * FROM part WHERE p_type = 'ECONOMY PLATED COPPER') AS t, supplier, lineitem WHERE t.p_partkey = lineitem.l_partkey AND supplier.s_suppkey = lineitem.l_suppkey) AS t0, (SELECT * FROM orders WHERE o_orderdate >= DATE '1995-01-01' AND o_orderdate <= DATE '1996-12-31') AS t1 WHERE t0.l_orderkey = t1.o_orderkey) AS t2, customer WHERE t2.o_custkey = customer.c_custkey) AS t3, nation WHERE t3.c_nationkey = nation.n_nationkey) AS t4, nation AS nation0 WHERE t4.s_nationkey = nation0.n_nationkey) AS t5, (SELECT * FROM region WHERE r_name = 'ASIA') AS t6 WHERE t5.n_regionkey = t6.r_regionkey GROUP BY EXTRACT(YEAR FROM t5.o_orderdate) ORDER BY EXTRACT(YEAR FROM t5.o_orderdate);",['Empty List'],"['LogicalSort', ['LogicalProject', ['LogicalAggregate', ['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']], ['LogicalTableScan']], ['LogicalTableScan']], ['LogicalTableScan']], ['LogicalTableScan']], ['LogicalTableScan']]]]]]]"
40,tpch,"select nation, o_year, sum(amount) as sum_profit from ( select n_name as nation, extract(year from o_orderdate) as o_year, l_extendedprice * (1 - l_discount) - ps_supplycost * l_quantity as amount from part, supplier, lineitem, partsupp, orders, nation where s_suppkey = l_suppkey and ps_suppkey = l_suppkey and ps_partkey = l_partkey and p_partkey = l_partkey and o_orderkey = l_orderkey and s_nationkey = n_nationkey and p_name like '%rose%' ) as profit group by nation, o_year order by nation, o_year desc;","SELECT nation102.n_name AS nation, EXTRACT(YEAR FROM orders102.o_orderdate) AS o_year, SUM(lineitem102.l_extendedprice * (1 - lineitem102.l_discount) - partsupp102.ps_supplycost * lineitem102.l_quantity) AS sum_profit FROM (SELECT * FROM part WHERE p_name LIKE '%rose%') AS t607 CROSS JOIN supplier AS supplier102 INNER JOIN lineitem AS lineitem102 ON supplier102.s_suppkey = lineitem102.l_suppkey AND t607.p_partkey = lineitem102.l_partkey INNER JOIN partsupp AS partsupp102 ON lineitem102.l_suppkey = partsupp102.ps_suppkey AND lineitem102.l_partkey = partsupp102.ps_partkey INNER JOIN orders AS orders102 ON lineitem102.l_orderkey = orders102.o_orderkey INNER JOIN nation AS nation102 ON supplier102.s_nationkey = nation102.n_nationkey GROUP BY nation102.n_name, EXTRACT(YEAR FROM orders102.o_orderdate) ORDER BY nation102.n_name, EXTRACT(YEAR FROM orders102.o_orderdate) DESC",['Empty List'],"['LogicalSort', ['LogicalAggregate', ['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']], ['LogicalTableScan']], ['LogicalTableScan']], ['LogicalTableScan']]]]]]"
41,tpch,"select c_name, c_custkey, o_orderkey, o_orderdate, o_totalprice, sum(l_quantity) from customer, orders, lineitem where o_orderkey in ( select l_orderkey from lineitem group by l_orderkey having sum(l_quantity) > 314 ) and c_custkey = o_custkey and o_orderkey = l_orderkey group by c_name, c_custkey, o_orderkey, o_orderdate, o_totalprice order by o_totalprice desc, o_orderdate;","SELECT t157.c_name, t157.c_custkey, t157.o_orderkey, t157.o_orderdate, t157.o_totalprice, t157.f8 FROM (SELECT t155.c_custkey, t155.c_name, t155.o_orderkey, t155.o_totalprice, t155.o_orderdate, t155.f8 * t156.EXPR5 AS f8 FROM (SELECT t153.c_custkey, t153.c_name, t154.o_orderkey, t154.o_totalprice, t154.o_orderdate, t153.f2 * t154.f4 AS f8 FROM (SELECT c_custkey, c_name, COUNT(*) AS f2 FROM customer GROUP BY c_custkey, c_name) AS t153 INNER JOIN (SELECT o_orderkey, o_custkey, o_totalprice, o_orderdate, COUNT(*) AS f4 FROM orders GROUP BY o_orderkey, o_custkey, o_totalprice, o_orderdate) AS t154 ON t153.c_custkey = t154.o_custkey) AS t155 INNER JOIN (SELECT l_orderkey, SUM(l_quantity) AS EXPR5 FROM lineitem GROUP BY l_orderkey) AS t156 ON t155.o_orderkey = t156.l_orderkey) AS t157 INNER JOIN (SELECT l_orderkey FROM lineitem GROUP BY l_orderkey HAVING SUM(l_quantity) > 314) AS t160 ON t157.o_orderkey = t160.l_orderkey ORDER BY t157.o_totalprice DESC, t157.o_orderdate",['Empty List'],"['LogicalSort', ['LogicalAggregate', ['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']], ['LogicalProject', ['LogicalFilter', ['LogicalAggregate', 'LogicalProject', 'LogicalTableScan']]]]]]]]"
42,tpch,"select s_name, count(*) as numwait from supplier, lineitem l1, orders, nation where s_suppkey = l1.l_suppkey and o_orderkey = l1.l_orderkey and o_orderstatus = 'F' and l1.l_receiptdate > l1.l_commitdate and exists ( select * from lineitem l2 where l2.l_orderkey = l1.l_orderkey and l2.l_suppkey <> l1.l_suppkey ) and not exists ( select * from lineitem l3 where l3.l_orderkey = l1.l_orderkey and l3.l_suppkey <> l1.l_suppkey and l3.l_receiptdate > l3.l_commitdate ) and s_nationkey = n_nationkey and n_name = 'UNITED STATES' group by s_name order by numwait desc, s_name;","SELECT t2.s_name, COUNT(*) AS numwait FROM (SELECT supplier.s_suppkey, supplier.s_name, supplier.s_address, supplier.s_nationkey, supplier.s_phone, supplier.s_acctbal, supplier.s_comment, lineitem.l_orderkey, lineitem.l_partkey, lineitem.l_suppkey, lineitem.l_linenumber, lineitem.l_quantity, lineitem.l_extendedprice, lineitem.l_discount, lineitem.l_tax, lineitem.l_returnflag, lineitem.l_linestatus, lineitem.l_shipdate, lineitem.l_commitdate, lineitem.l_receiptdate, lineitem.l_shipinstruct, lineitem.l_shipmode, lineitem.l_comment, orders.o_orderkey, orders.o_custkey, orders.o_orderstatus, orders.o_totalprice, orders.o_orderdate, orders.o_orderpriority, orders.o_clerk, orders.o_shippriority, orders.o_comment, nation.n_nationkey, nation.n_name, nation.n_regionkey, nation.n_comment, t0.f0 FROM supplier CROSS JOIN lineitem CROSS JOIN orders CROSS JOIN nation LEFT JOIN (SELECT t.l_orderkey AS l_orderkey0, t.l_suppkey AS l_suppkey0, TRUE AS f0 FROM lineitem AS lineitem0 INNER JOIN (SELECT lineitem1.l_orderkey, lineitem1.l_suppkey FROM supplier AS supplier0, lineitem AS lineitem1, orders AS orders0, nation AS nation0) AS t ON lineitem0.l_orderkey = t.l_orderkey AND lineitem0.l_suppkey <> t.l_suppkey) AS t0 ON lineitem.l_orderkey = t0.l_orderkey0 AND lineitem.l_suppkey = t0.l_suppkey0 WHERE supplier.s_suppkey = lineitem.l_suppkey AND (orders.o_orderkey = lineitem.l_orderkey AND orders.o_orderstatus = 'F') AND (lineitem.l_receiptdate > lineitem.l_commitdate AND supplier.s_nationkey = nation.n_nationkey AND (nation.n_name = 'UNITED STATES' AND t0.f0 IS NOT NULL))) AS t2 LEFT JOIN (SELECT t8.l_orderkey AS l_orderkey0, t8.l_suppkey AS l_suppkey0, TRUE AS f0 FROM (SELECT * FROM lineitem WHERE l_receiptdate > l_commitdate) AS t3 INNER JOIN (SELECT lineitem3.l_orderkey, lineitem3.l_suppkey FROM supplier AS supplier1 CROSS JOIN lineitem AS lineitem3 CROSS JOIN orders AS orders1 CROSS JOIN nation AS nation1 LEFT JOIN (SELECT t4.l_orderkey AS l_orderkey0, t4.l_suppkey AS l_suppkey0, TRUE AS f0 FROM lineitem AS lineitem4 INNER JOIN (SELECT lineitem5.l_orderkey, lineitem5.l_suppkey FROM supplier AS supplier2, lineitem AS lineitem5, orders AS orders2, nation AS nation2) AS t4 ON lineitem4.l_orderkey = t4.l_orderkey AND lineitem4.l_suppkey <> t4.l_suppkey) AS t5 ON lineitem3.l_orderkey = t5.l_orderkey0 AND lineitem3.l_suppkey = t5.l_suppkey0 WHERE supplier1.s_suppkey = lineitem3.l_suppkey AND (orders1.o_orderkey = lineitem3.l_orderkey AND orders1.o_orderstatus = 'F') AND (lineitem3.l_receiptdate > lineitem3.l_commitdate AND supplier1.s_nationkey = nation1.n_nationkey AND (nation1.n_name = 'UNITED STATES' AND t5.f0 IS NOT NULL))) AS t8 ON t3.l_orderkey = t8.l_orderkey AND t3.l_suppkey <> t8.l_suppkey) AS t9 ON t2.l_orderkey = t9.l_orderkey0 AND t2.l_suppkey = t9.l_suppkey0 WHERE t9.f0 IS NULL GROUP BY t2.s_name ORDER BY COUNT(*) DESC, t2.s_name",['Empty List'],"['LogicalSort', ['LogicalAggregate', ['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalFilter', ['LogicalProject', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']], ['LogicalTableScan']], ['LogicalProject', ['LogicalJoin', ['LogicalTableScan'], ['LogicalProject', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']], ['LogicalTableScan']]]]]]]], ['LogicalProject', ['LogicalJoin', ['LogicalFilter', 'LogicalTableScan'], ['LogicalProject', ['LogicalFilter', ['LogicalProject', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']], ['LogicalTableScan']], ['LogicalProject', ['LogicalJoin', ['LogicalTableScan'], ['LogicalProject', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']], ['LogicalTableScan']]]]]]]]]]]]]]]]"
43,tpch,"select cntrycode, count(*) as numcust, sum(c_acctbal) as totacctbal from ( select substring(c_phone from 1 for 2) as cntrycode, c_acctbal from customer where substring(c_phone from 1 for 2) in ('37', '40', '39', '44', '36', '21', '20') and c_acctbal > ( select avg(c_acctbal) from customer where c_acctbal > 0.00 and substring(c_phone from 1 for 2) in ('37', '40', '39', '44', '36', '21', '20') ) and not exists ( select * from orders where o_custkey = c_custkey ) ) as custsale group by cntrycode order by cntrycode;","SELECT SUBSTR(t.c_phone FROM 1 FOR 2) AS cntrycode, COUNT(*) AS numcust, SUM(t.c_acctbal) AS totacctbal FROM (SELECT * FROM customer WHERE SUBSTR(c_phone FROM 1 FOR 2) = '37' OR (SUBSTR(c_phone FROM 1 FOR 2) = '40' OR SUBSTR(c_phone FROM 1 FOR 2) = '39') OR (SUBSTR(c_phone FROM 1 FOR 2) = '44' OR SUBSTR(c_phone FROM 1 FOR 2) = '36' OR (SUBSTR(c_phone FROM 1 FOR 2) = '21' OR SUBSTR(c_phone FROM 1 FOR 2) = '20'))) AS t INNER JOIN (SELECT AVG(c_acctbal) AS EXPR0 FROM customer WHERE c_acctbal > 0.00 AND (SUBSTR(c_phone FROM 1 FOR 2) = '37' OR (SUBSTR(c_phone FROM 1 FOR 2) = '40' OR SUBSTR(c_phone FROM 1 FOR 2) = '39') OR (SUBSTR(c_phone FROM 1 FOR 2) = '44' OR SUBSTR(c_phone FROM 1 FOR 2) = '36' OR (SUBSTR(c_phone FROM 1 FOR 2) = '21' OR SUBSTR(c_phone FROM 1 FOR 2) = '20')))) AS t1 ON t.c_acctbal > t1.EXPR0 LEFT JOIN (SELECT o_custkey, TRUE AS f0 FROM orders) AS t2 ON t.c_custkey = t2.o_custkey WHERE t2.f0 IS NULL GROUP BY SUBSTR(t.c_phone FROM 1 FOR 2) ORDER BY SUBSTR(t.c_phone FROM 1 FOR 2);",['Empty List'],"['LogicalSort', ['LogicalAggregate', ['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', ['LogicalFilter', 'LogicalTableScan'], ['LogicalAggregate', ['LogicalProject', 'LogicalFilter', 'LogicalTableScan']]], ['LogicalProject', 'LogicalTableScan']]]]]]"
